sale_id,sale_type,sales_channel,product_name,product_category,product_brand,customer_name,customer_email,customer_country,customer_city,customer_gender,customer_segment,quantity,unit_price,cost_price,discount,store_location,store_region,store_manager,sale_date,order_timestamp,delivery_date,order_status
34,ON-LINE,WEB,IPHONE,MOBILE,Apple,Harper Perez,,ENGLAND,Manchester,FEMALE,REGULAR,1,1318.0,903.95,65.9,ENGLAND,NORTH,Oliver Reed,31-31-9999,2015-10-13 18:27:46,2015-10-21,COMPLETED
13874,ON-LINE,WEB,WATCH,WEARABLE,Apple,Daniela Muller,,INDIA,Mumbai,MALE,PREMIUM,1,775.0,567.75,0.0,CHINA,SOUTH,Wei Zhang,31-31-9999,2015-08-31 17:46:34,2015-08-31,COMPLETED
3808,ON-LINE,MOBILE_APP,IPHONE,MOBILE,Apple,Ethan Phillips,,CANADA,Vancouver,MALE,REGULAR,1,1145.0,852.75,0.0,CANADA,CENTRAL,Emily Chen,31-31-9999,2017-07-22 10:11:58,2017-07-25,COMPLETED
5080,IN-STORE,STORE,TV,ELECTRONICS,Sony,Hans Collins,,FRANCE,Paris,MALE,REGULAR,1,674.0,469.39,67.4,ENGLAND,SOUTH,Grace Turner,31-31-9999,2015-06-13 16:30:45,2015-06-18,COMPLETED
1577,ON-LINE,WEB,EBIKE,MOBILITY,Trek,Logan Moore,,GERMANY,Munich,OTHER,REGULAR,1,2427.0,1615.77,0.0,CANADA,CENTRAL,Emily Chen,31-31-9999,2016-05-29 14:49:02,2016-06-02,COMPLETED
311,ON-LINE,WEB,WATCH,WEARABLE,Apple,Wei Martinez,,GERMANY,Berlin,MALE,REGULAR,4,199.0,128.87,39.8,CHINA,EAST,Wei Zhang,31-31-9999,2016-07-10 16:07:49,2016-07-19,COMPLETED
2517,ON-LINE,WEB,COMPUTER,COMPUTERS,HP,Abigail Moreau,,USA,Chicago,FEMALE,STUDENT,2,1317.0,844.17,263.4,CANADA,WEST,Emily Chen,31-31-9999,2017-09-03 19:45:39,2017-09-09,RETURNED
12552,ON-LINE,MOBILE_APP,TV,ELECTRONICS,Sony,Oliver Stewart,,ENGLAND,London,MALE,PREMIUM,2,1457.0,1138.1,582.8,CANADA,WEST,Noah Bennett,31-31-9999,2017-10-15 13:27:12,2017-10-18,COMPLETED
276,ON-LINE,WEB,MACBOOK,COMPUTERS,Apple,Lucas Miller,,CANADA,Vancouver,MALE,REGULAR,1,1781.0,1348.85,0.0,CHINA,SOUTH,Wei Zhang,31-31-9999,2015-04-25 15:50:56,2015-05-01,COMPLETED
2126,ON-LINE,WEB,BIKE,MOBILITY,Cannondale,Sophie Khan,,USA,New York,MALE,REGULAR,1,515.0,411.95,25.75,USA,WEST,Jay Smith,31-31-9999,2017-08-20 19:22:44,2017-08-21,COMPLETED
1162,IN-STORE,STORE,IPHONE,MOBILE,Apple,Matthew Anderson,,GERMANY,Berlin,FEMALE,REGULAR,1,889.0,672.47,177.8,CANADA,WEST,Emily Chen,31-31-9999,2017-11-03 15:29:09,2017-11-07,COMPLETED
12520,ON-LINE,WEB,TV,ELECTRONICS,Samsung,Matthew Anderson,,GERMANY,Berlin,FEMALE,REGULAR,1,592.0,399.94,29.6,CANADA,CENTRAL,Noah Bennett,31-31-9999,2015-07-16 14:32:04,2015-07-24,COMPLETED
BAD-ID,ON-LINE,WEB,,ELECTRONICS,Samsung,Camila Lewis,camila.lewis51@yahoo.com,CANADA,Vancouver,MALE,REGULAR,2,790.0,552.67,0.0,CHINA,SOUTH,Li Chen,09/07/2017,2017-09-07 13:20:23,2017-09-15,COMPLETED
BAD-ID,ON-LINE,WEB,,MOBILITY,Segway,James Miller,james.miller92@outlook.com,CHINA,Shanghai,FEMALE,REGULAR,1,432.0,261.36,21.6,CANADA,CENTRAL,Noah Bennett,03/27/2016,2016-03-27 11:27:20,2016-04-04,COMPLETED
BAD-ID,IN-STORE,STORE,,MOBILITY,Giant,Liam Liu,liam.liu63@icloud.com,ENGLAND,London,MALE,REGULAR,1,1768.0,1296.5,88.4,CANADA,CENTRAL,Noah Bennett,2015-04-14,2015-04-14 14:58:09,2015-04-18,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,MOBILE,Apple,Hannah Lee,hannah.lee13@proton.me,GERMANY,Munich,MALE,REGULAR,2,832.0,630.2,0.0,CANADA,WEST,Noah Bennett,2015-03-11,2015-03-11 17:43:01,2015-03-15,COMPLETED
BAD-ID,IN-STORE,STORE,,MOBILITY,Trek,Henry Anderson,henry.anderson14@outlook.com,GERMANY,Hamburg,MALE,REGULAR,1,1097.0,835.35,0.0,USA,EAST,Jay Smith,2016-10-17,2016-10-17 16:38:34,2016-10-23,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,ELECTRONICS,Samsung,Carlos Harris,carlos.harris7@yahoo.com,INDIA,Mumbai,MALE,REGULAR,1,637.0,472.73,0.0,USA,WEST,Jay Smith,2015-10-22,2015-10-22 11:49:47,2015-10-25,COMPLETED
BAD-ID,IN-STORE,STORE,,ACCESSORY,Bell,Mason Clark,mason.clark56@icloud.com,CHINA,Beijing,MALE,REGULAR,3,165.0,105.5,24.75,CHINA,SOUTH,Li Chen,05/05/2016,2016-05-05 14:41:45,2016-05-13,COMPLETED
BAD-ID,IN-STORE,STORE,,MOBILITY,Trek,Rahul Lewis,rahul.lewis82@icloud.com,ENGLAND,London,MALE,REGULAR,1,829.0,514.92,41.45,CANADA,CENTRAL,Emily Chen,10/19/2015,2015-10-19 08:18:32,2015-10-26,COMPLETED
BAD-ID,ON-LINE,WEB,,MOBILITY,Razor,Daniela Scott,daniela.scott79@outlook.com,GERMANY,Munich,MALE,REGULAR,1,605.0,457.01,0.0,USA,WEST,Jay Smith,08/21/2017,2017-08-21 12:20:44,2017-08-30,RETURNED
BAD-ID,ON-LINE,WEB,,MOBILITY,Xiaomi,Giulia Jackson,giulia.jackson25@proton.me,ENGLAND,Manchester,FEMALE,PREMIUM,2,712.0,433.79,142.4,CANADA,WEST,Noah Bennett,2016-03-26,2016-03-26 20:42:13,2016-03-31,COMPLETED
BAD-ID,ON-LINE,WEB,,TABLET,Apple,Hans Bernard,hans.bernard27@icloud.com,CANADA,Toronto,FEMALE,REGULAR,1,684.0,546.11,0.0,CANADA,CENTRAL,Emily Chen,08/13/2015,2015-08-13 20:37:00,2015-08-15,COMPLETED
BAD-ID,IN-STORE,STORE,,AUDIO,Sony,Francesca Collins,francesca.collins40@icloud.com,CHINA,Shanghai,OTHER,REGULAR,1,283.0,213.25,0.0,CANADA,CENTRAL,Noah Bennett,2015-07-02,2015-07-02 16:57:50,2015-07-02,COMPLETED
BAD-ID,ON-LINE,WEB,,MOBILE,Apple,Sara Sharma,sara.sharma17@gmail.com,CHINA,Shanghai,FEMALE,REGULAR,1,1138.0,692.18,113.8,USA,EAST,Linda Parker,2016-07-03,2016-07-03 21:51:58,2016-07-05,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,MOBILE,Apple,David Wright,david.wright77@yahoo.com,MEXICO,Guadalajara,FEMALE,REGULAR,1,864.0,565.6,129.6,USA,EAST,Jay Smith,2016-06-10,2016-06-10 19:00:26,2016-06-10,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,MOBILITY,Segway,Mia King,mia.king45@icloud.com,GERMANY,Hamburg,FEMALE,PREMIUM,1,740.0,506.91,37.0,ENGLAND,SOUTH,Oliver Reed,09/17/2015,2015-09-17 19:05:16,2015-09-24,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,AUDIO,Sony,Levi Reed,levi.reed6@proton.me,GERMANY,Munich,MALE,REGULAR,2,272.0,164.23,54.4,ENGLAND,NORTH,Grace Turner,2015-09-16,2015-09-16 09:37:31,2015-09-22,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,COMPUTERS,Dell,Matthew Anderson,matthew.anderson17@gmail.com,GERMANY,Berlin,FEMALE,REGULAR,1,1313.0,993.39,0.0,CHINA,SOUTH,Wei Zhang,2017-07-06,2017-07-06 18:24:07,2017-07-08,COMPLETED
BAD-ID,ON-LINE,WEB,,AUDIO,Bose,Elijah White,elijah.white27@icloud.com,USA,Chicago,MALE,REGULAR,1,380.0,295.67,38.0,ENGLAND,SOUTH,Oliver Reed,2015-12-07,2015-12-07 18:30:31,2015-12-10,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,COMPUTERS,Apple,Hannah Walker,hannah.walker96@yahoo.com,ENGLAND,Manchester,MALE,PREMIUM,1,1963.0,1196.1,0.0,CANADA,WEST,Noah Bennett,2017-05-28,2017-05-28 12:03:32,2017-06-05,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,ELECTRONICS,LG,Daniela Muller,daniela.muller40@proton.me,INDIA,Mumbai,MALE,PREMIUM,1,1296.0,802.91,64.8,CHINA,SOUTH,Wei Zhang,10/15/2016,2016-10-15 15:27:22,2016-10-23,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,MOBILITY,Specialized,Amit King,amit.king42@icloud.com,GERMANY,Berlin,FEMALE,REGULAR,2,3706.0,2893.85,741.2,CANADA,WEST,Emily Chen,10/06/2017,2017-10-06 20:42:38,2017-10-15,COMPLETED
BAD-ID,ON-LINE,WEB,,COMPUTERS,Apple,Li Young,li.young12@icloud.com,GERMANY,Munich,FEMALE,REGULAR,1,1646.0,1070.15,246.9,ENGLAND,NORTH,Grace Turner,03/17/2016,2016-03-17 08:15:35,2016-03-25,COMPLETED
BAD-ID,IN-STORE,STORE,,TABLET,Apple,Carlos Harris,carlos.harris7@yahoo.com,INDIA,Mumbai,MALE,REGULAR,1,710.0,508.68,71.0,CHINA,SOUTH,Wei Zhang,08/28/2015,2015-08-28 20:37:12,2015-09-01,COMPLETED
BAD-ID,ON-LINE,WEB,,AUDIO,Sony,Grace Walker,grace.walker48@gmail.com,USA,Chicago,FEMALE,PREMIUM,1,342.0,236.75,0.0,CANADA,CENTRAL,Emily Chen,2015-12-15,2015-12-15 08:42:24,2015-12-19,COMPLETED
BAD-ID,IN-STORE,STORE,,MOBILITY,Segway,Camila Smith,camila.smith55@icloud.com,CHINA,Shenzhen,MALE,PREMIUM,4,256.0,202.02,0.0,USA,WEST,Linda Parker,2016-04-15,2016-04-15 08:13:55,2016-04-21,COMPLETED
BAD-ID,ON-LINE,WEB,,TABLET,Apple,David Johnson,david.johnson98@icloud.com,ITALY,Milan,MALE,STUDENT,2,1124.0,885.71,0.0,ENGLAND,SOUTH,Grace Turner,2015-05-19,2015-05-19 17:49:10,2015-05-23,COMPLETED
BAD-ID,IN-STORE,STORE,,COMPUTERS,Lenovo,Li Mitchell,li.mitchell58@gmail.com,ENGLAND,Manchester,FEMALE,REGULAR,1,1342.0,807.71,268.4,CHINA,EAST,Wei Zhang,2016-08-28,2016-08-28 18:50:52,2016-08-30,COMPLETED
BAD-ID,ON-LINE,WEB,,COMPUTERS,Dell,Ava Smith,ava.smith92@icloud.com,CHINA,Beijing,FEMALE,PREMIUM,2,1415.0,1067.82,0.0,USA,EAST,Jay Smith,2017-11-12,2017-11-12 20:25:22,2017-11-14,COMPLETED
BAD-ID,IN-STORE,STORE,,MOBILITY,Xiaomi,Levi Campbell,levi.campbell23@icloud.com,ENGLAND,Manchester,OTHER,PREMIUM,1,308.0,245.13,46.2,USA,EAST,Jay Smith,09/15/2017,2017-09-15 10:54:45,2017-09-18,COMPLETED
BAD-ID,ON-LINE,MOBILE_APP,,MOBILE,Apple,Jacob Robinson,jacob.robinson97@icloud.com,INDIA,Bengaluru,MALE,STUDENT,1,1262.0,818.57,189.3,USA,EAST,Linda Parker,2017-04-24,2017-04-24 13:09:24,2017-05-02,COMPLETED
712,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Sony,Hans Clark,hans.clark30@yahoo.com,USA,San Jose,FEMALE,REGULAR,2,-5.0,171.95,0.0,ATLANTIS,EAST,Wei Zhang,2017-08-19,2017-08-19 14:38:49,2017-08-25,COMPLETED
8588,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,Oliver Anderson,oliver.anderson60@yahoo.com,USA,San Jose,FEMALE,PREMIUM,1,-5.0,73.49,0.0,ATLANTIS,SOUTH,Oliver Reed,2015-11-11,2015-11-11 19:57:20,2015-11-15,COMPLETED
8146,IN-STORE,STORE,BIKE,MOBILITY,Giant,Hans Martin,hans.martin76@yahoo.com,CANADA,Vancouver,FEMALE,STUDENT,1,-5.0,827.2,157.95,ATLANTIS,WEST,Emily Chen,02/09/2017,2017-02-09 15:47:46,2017-02-18,COMPLETED
5561,IN-STORE,STORE,IPAD,TABLET,Apple,David Carter,david.carter96@icloud.com,FRANCE,Paris,OTHER,REGULAR,1,-5.0,463.71,0.0,ATLANTIS,NORTH,Grace Turner,2016-07-07,2016-07-07 10:06:40,2016-07-07,COMPLETED
8585,IN-STORE,STORE,HEADPHONES,AUDIO,Sony,Isabella Clark,isabella.clark89@proton.me,MEXICO,Mexico City,MALE,REGULAR,2,-5.0,215.14,0.0,ATLANTIS,SOUTH,Grace Turner,11/05/2016,2016-11-05 17:42:02,2016-11-10,COMPLETED
1579,ON-LINE,MOBILE_APP,HEADPHONES,AUDIO,Bose,George Green,george.green57@proton.me,GERMANY,Munich,FEMALE,REGULAR,2,-5.0,218.17,0.0,ATLANTIS,WEST,Noah Bennett,2016-08-21,2016-08-21 12:31:04,2016-08-21,COMPLETED
11138,IN-STORE,STORE,HELMET,ACCESSORY,Giro,George Lopez,george.lopez23@outlook.com,CHINA,Beijing,MALE,REGULAR,1,-5.0,48.3,6.5,ATLANTIS,EAST,Linda Parker,02/15/2017,2017-02-15 08:24:27,2017-02-16,COMPLETED
3690,IN-STORE,STORE,HEADPHONES,AUDIO,Apple,Samuel Smith,samuel.smith53@icloud.com,ITALY,Rome,FEMALE,REGULAR,3,-5.0,127.46,0.0,ATLANTIS,WEST,Linda Parker,10/11/2015,2015-10-11 17:28:29,2015-10-17,COMPLETED
2918,IN-STORE,STORE,TV,ELECTRONICS,Samsung,Karl Singh,karl.singh64@icloud.com,USA,San Jose,FEMALE,REGULAR,1,-5.0,971.77,145.0,ATLANTIS,WEST,Noah Bennett,2017-04-02,2017-04-02 12:09:27,2017-04-04,COMPLETED
13144,ON-LINE,WEB,COMPUTER,COMPUTERS,HP,Aria Garcia,aria.garcia7@proton.me,INDIA,Mumbai,FEMALE,REGULAR,1,-5.0,549.31,0.0,ATLANTIS,EAST,Linda Parker,2017-10-06,2017-10-06 12:36:55,2017-10-11,COMPLETED
668,IN-STORE,STORE,TV,ELECTRONICS,Samsung,Amelia Brown,amelia.brown19@outlook.com,CHINA,Beijing,FEMALE,PREMIUM,1,-5.0,1267.93,197.4,ATLANTIS,WEST,Jay Smith,2015-11-12,2015-11-12 12:20:30,2015-11-15,COMPLETED
12257,IN-STORE,STORE,HEADPHONES,AUDIO,Sony,Charlotte Davis,charlotte.davis58@outlook.com,USA,Chicago,FEMALE,REGULAR,1,-5.0,222.67,33.1,ATLANTIS,SOUTH,Grace Turner,11/13/2015,2015-11-13 14:14:55,2015-11-21,COMPLETED
15854,ON-LINE,WEB,WATCH,WEARABLE,Apple,Wei Martinez,wei.martinez64@outlook.com,GERMANY,Berlin,MALE,REGULAR,1,-5.0,554.97,38.65,ATLANTIS,EAST,Li Chen,09/20/2016,2016-09-20 15:01:11,2016-09-29,COMPLETED
15541,ON-LINE,WEB,WATCH,WEARABLE,Samsung,James Davis,james.davis50@outlook.com,CHINA,Shenzhen,OTHER,REGULAR,2,-5.0,313.32,0.0,ATLANTIS,CENTRAL,Noah Bennett,05/09/2017,2017-05-09 10:03:36,2017-05-12,COMPLETED
12292,IN-STORE,STORE,MACBOOK,COMPUTERS,Apple,Logan Phillips,logan.phillips84@outlook.com,GERMANY,Munich,OTHER,PREMIUM,1,-5.0,1600.49,0.0,ATLANTIS,EAST,Linda Parker,02/23/2015,2015-02-23 19:12:47,2015-02-23,COMPLETED
11211,ON-LINE,WEB,IPAD,TABLET,Apple,Matthew Martinez,matthew.martinez16@yahoo.com,GERMANY,Hamburg,FEMALE,REGULAR,1,-5.0,616.18,0.0,ATLANTIS,SOUTH,Li Chen,2015-03-28,2015-03-28 21:45:43,2015-04-03,RETURNED
1653,IN-STORE,STORE,COMPUTER,COMPUTERS,Lenovo,Miguel Martinez,miguel.martinez22@yahoo.com,USA,New York,MALE,REGULAR,3,-5.0,1070.29,414.3,ATLANTIS,SOUTH,Grace Turner,11/10/2015,2015-11-10 11:10:49,2015-11-15,COMPLETED
9442,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Charlotte Davis,charlotte.davis58@outlook.com,USA,Chicago,FEMALE,REGULAR,1,-5.0,943.92,0.0,ATLANTIS,EAST,Linda Parker,10/10/2017,2017-10-10 13:06:58,2017-10-18,RETURNED
14039,ON-LINE,WEB,HELMET,ACCESSORY,Giro,James Hall,james.hall67@proton.me,ENGLAND,Manchester,MALE,REGULAR,2,-5.0,110.75,0.0,ATLANTIS,WEST,Noah Bennett,10/22/2016,2016-10-22 18:36:07,2016-10-28,COMPLETED
9487,ON-LINE,MOBILE_APP,HELMET,ACCESSORY,Giro,Abigail Parker,abigail.parker95@icloud.com,MEXICO,Guadalajara,FEMALE,STUDENT,5,-5.0,112.36,0.0,ATLANTIS,CENTRAL,Noah Bennett,2016-04-27,2016-04-27 21:28:50,2016-05-01,COMPLETED
3244,IN-STORE,STORE,TV,ELECTRONICS,Sony,Emma Hall,emma.hall83@yahoo.com,USA,Chicago,FEMALE,STUDENT,1,-5.0,565.29,0.0,ATLANTIS,NORTH,Oliver Reed,05/21/2016,2016-05-21 14:17:20,2016-05-21,COMPLETED
9657,ON-LINE,WEB,SCOOTER,MOBILITY,Xiaomi,Harper Phillips,harper.phillips65@outlook.com,CANADA,Vancouver,MALE,REGULAR,1,-5.0,209.94,0.0,ATLANTIS,WEST,Linda Parker,2015-10-20,2015-10-20 14:56:50,2015-10-20,COMPLETED
7439,ON-LINE,WEB,COMPUTER,COMPUTERS,Lenovo,Hans Campbell,hans.campbell35@outlook.com,USA,Chicago,FEMALE,REGULAR,1,-5.0,593.99,0.0,ATLANTIS,WEST,Linda Parker,05/13/2017,2017-05-13 12:28:58,2017-05-16,COMPLETED
13533,ON-LINE,WEB,EBIKE,MOBILITY,Giant,Daniela Roberts,daniela.roberts90@outlook.com,ENGLAND,Manchester,OTHER,REGULAR,1,-5.0,2547.64,0.0,ATLANTIS,NORTH,Oliver Reed,2017-01-18,2017-01-18 21:03:49,2017-01-24,COMPLETED
13752,ON-LINE,WEB,IPHONE,MOBILE,Apple,James Davis,james.davis50@outlook.com,CHINA,Shenzhen,OTHER,REGULAR,2,-5.0,1091.7,147.5,ATLANTIS,CENTRAL,Noah Bennett,2017-11-23,2017-11-23 08:28:41,2017-11-26,COMPLETED
15747,IN-STORE,STORE,COMPUTER,COMPUTERS,Lenovo,Joseph Walker,joseph.walker75@yahoo.com,CHINA,Shenzhen,FEMALE,REGULAR,1,-5.0,1370.11,0.0,ATLANTIS,WEST,Jay Smith,05/30/2015,2015-05-30 16:39:30,2015-06-06,COMPLETED
10053,ON-LINE,MOBILE_APP,WATCH,WEARABLE,Garmin,Hans Martin,hans.martin76@yahoo.com,CANADA,Vancouver,FEMALE,STUDENT,2,-5.0,492.61,206.1,ATLANTIS,WEST,Linda Parker,07/02/2016,2016-07-02 19:35:14,2016-07-02,COMPLETED
6772,ON-LINE,WEB,HEADPHONES,AUDIO,Sony,Luca Walker,luca.walker50@outlook.com,USA,Chicago,FEMALE,REGULAR,2,-5.0,93.66,36.9,ATLANTIS,WEST,Emily Chen,12/02/2015,2015-12-02 13:01:48,2015-12-06,COMPLETED
9588,ON-LINE,WEB,HEADPHONES,AUDIO,Sony,Hans Bernard,hans.bernard27@icloud.com,CANADA,Toronto,FEMALE,REGULAR,3,-5.0,120.57,0.0,ATLANTIS,WEST,Jay Smith,2015-10-02,2015-10-02 11:57:27,2015-10-10,COMPLETED
6446,IN-STORE,STORE,COMPUTER,COMPUTERS,Dell,Logan Smith,logan.smith10@outlook.com,USA,San Jose,FEMALE,PREMIUM,1,-5.0,1108.34,0.0,ATLANTIS,WEST,Linda Parker,2015-07-11,2015-07-11 20:16:53,2015-07-16,COMPLETED
7752,,STORE,IPHONE,MOBILE,Apple,,sophia.martin74@gmail.com,USA,New York,MALE,STUDENT,3,1372.0,917.36,0.0,ENGLAND,SOUTH,Oliver Reed,2016-12-25,2016-12-25 17:28:44,2016-12-28,COMPLETED
8517,,WEB,WATCH,WEARABLE,Samsung,,amir.parker86@gmail.com,MEXICO,Guadalajara,MALE,REGULAR,2,547.0,345.08,0.0,CANADA,WEST,Emily Chen,2017-03-27,2017-03-27 18:08:26,2017-03-31,COMPLETED
10043,,STORE,MACBOOK,COMPUTERS,Apple,,giulia.jackson25@proton.me,ENGLAND,Manchester,FEMALE,PREMIUM,1,1701.0,1050.69,255.15,CANADA,CENTRAL,Noah Bennett,2016-02-12,2016-02-12 20:30:03,2016-02-16,COMPLETED
7604,,WEB,IPHONE,MOBILE,Apple,,matthew.phillips68@proton.me,GERMANY,Berlin,MALE,REGULAR,1,1108.0,756.91,0.0,USA,EAST,Linda Parker,2017-03-23,2017-03-23 09:45:02,2017-03-25,RETURNED
5019,,WEB,COMPUTER,COMPUTERS,Lenovo,,matthew.parker16@icloud.com,FRANCE,Paris,MALE,PREMIUM,1,852.0,668.7,0.0,USA,WEST,Linda Parker,2016-09-27,2016-09-27 10:04:55,2016-10-05,COMPLETED
10091,,MOBILE_APP,WATCH,WEARABLE,Apple,,amir.liu29@outlook.com,CANADA,Toronto,MALE,REGULAR,1,668.0,404.23,33.4,ENGLAND,NORTH,Oliver Reed,2015-07-09,2015-07-09 18:36:10,2015-07-12,COMPLETED
14443,,STORE,COMPUTER,COMPUTERS,Dell,,pierre.moreau92@proton.me,CHINA,Shanghai,MALE,PREMIUM,1,1511.0,1011.45,226.65,USA,EAST,Linda Parker,05/08/2016,2016-05-08 11:40:47,2016-05-15,COMPLETED
5464,,WEB,SCOOTER,MOBILITY,Segway,,logan.turner94@icloud.com,FRANCE,Lyon,OTHER,REGULAR,1,752.0,600.01,0.0,USA,EAST,Linda Parker,2017-03-04,2017-03-04 20:47:57,2017-03-05,COMPLETED
8142,,MOBILE_APP,IPAD,TABLET,Apple,,logan.thomas96@yahoo.com,INDIA,Bengaluru,MALE,REGULAR,3,609.0,397.26,0.0,CHINA,EAST,Wei Zhang,10/07/2016,2016-10-07 09:52:46,2016-10-09,COMPLETED
5859,,STORE,COMPUTER,COMPUTERS,HP,,ella.dubois81@yahoo.com,CHINA,Beijing,MALE,REGULAR,2,1665.0,1114.8,0.0,USA,WEST,Jay Smith,06/24/2016,2016-06-24 10:13:10,2016-07-03,COMPLETED
15182,,MOBILE_APP,SCOOTER,MOBILITY,Razor,,mason.weber56@gmail.com,INDIA,Mumbai,MALE,PREMIUM,1,467.0,338.76,0.0,ENGLAND,NORTH,Oliver Reed,07/10/2016,2016-07-10 17:57:29,2016-07-17,COMPLETED
1745,,WEB,IPAD,TABLET,Apple,,james.davis50@outlook.com,CHINA,Shenzhen,OTHER,REGULAR,1,610.0,483.04,91.5,USA,EAST,Jay Smith,02/25/2016,2016-02-25 17:26:07,2016-03-05,COMPLETED
2012,,WEB,MACBOOK,COMPUTERS,Apple,,hannah.hall94@yahoo.com,CANADA,Toronto,FEMALE,REGULAR,2,2644.0,1979.49,0.0,CANADA,CENTRAL,Emily Chen,09/30/2017,2017-09-30 12:35:02,2017-10-07,COMPLETED
3804,,STORE,HEADPHONES,AUDIO,Bose,,james.king32@yahoo.com,MEXICO,Guadalajara,FEMALE,PREMIUM,1,94.0,67.14,9.4,CANADA,WEST,Noah Bennett,2017-03-19,2017-03-19 13:20:17,2017-03-24,COMPLETED
2962,,MOBILE_APP,WATCH,WEARABLE,Samsung,,hans.martin76@yahoo.com,CANADA,Vancouver,FEMALE,STUDENT,4,487.0,386.53,0.0,USA,WEST,Linda Parker,08/29/2015,2015-08-29 08:11:13,2015-09-07,COMPLETED
14444,,WEB,COMPUTER,COMPUTERS,Lenovo,,evelyn.phillips34@gmail.com,CHINA,Beijing,FEMALE,REGULAR,2,1990.0,1481.9,0.0,USA,WEST,Linda Parker,2017-11-04,2017-11-04 12:54:02,2017-11-13,COMPLETED
4631,,WEB,WATCH,WEARABLE,Garmin,,hans.zhang49@gmail.com,GERMANY,Berlin,MALE,REGULAR,3,725.0,532.81,0.0,USA,WEST,Jay Smith,2015-10-19,2015-10-19 11:54:44,2015-10-27,COMPLETED
1187,,MOBILE_APP,HEADPHONES,AUDIO,Bose,,lucas.king75@yahoo.com,CHINA,Shenzhen,MALE,REGULAR,4,333.0,242.9,133.2,ENGLAND,NORTH,Oliver Reed,07/01/2016,2016-07-01 18:53:49,2016-07-05,COMPLETED
13299,,WEB,COMPUTER,COMPUTERS,Dell,,wei.scott25@outlook.com,FRANCE,Paris,FEMALE,STUDENT,1,1553.0,1154.96,155.3,CHINA,SOUTH,Li Chen,2017-04-16,2017-04-16 08:07:39,2017-04-20,COMPLETED
13441,,WEB,HELMET,ACCESSORY,Specialized,,abigail.perez19@proton.me,USA,San Jose,MALE,REGULAR,3,121.0,72.76,18.15,CHINA,SOUTH,Wei Zhang,2016-04-08,2016-04-08 14:25:04,2016-04-12,COMPLETED
1446,,STORE,EBIKE,MOBILITY,Giant,,matthew.phillips68@proton.me,GERMANY,Berlin,MALE,REGULAR,2,3912.0,2648.18,0.0,USA,EAST,Linda Parker,10/29/2015,2015-10-29 08:14:13,2015-11-01,COMPLETED
247,,WEB,WATCH,WEARABLE,Garmin,,jack.wright11@proton.me,GERMANY,Hamburg,MALE,REGULAR,2,660.0,522.19,132.0,ENGLAND,NORTH,Oliver Reed,2016-02-05,2016-02-05 10:57:21,2016-02-13,COMPLETED
6478,,WEB,IPHONE,MOBILE,Apple,,lucas.roberts21@gmail.com,FRANCE,Paris,FEMALE,REGULAR,3,1206.0,958.35,180.9,USA,WEST,Linda Parker,01/02/2017,2017-01-02 10:55:55,2017-01-04,COMPLETED
10023,,STORE,IPHONE,MOBILE,Apple,,harper.taylor20@icloud.com,ENGLAND,London,FEMALE,PREMIUM,1,895.0,577.86,0.0,CANADA,CENTRAL,Emily Chen,06/04/2017,2017-06-04 19:08:40,2017-06-12,COMPLETED
6565,,STORE,HEADPHONES,AUDIO,Sony,,emma.adams35@gmail.com,USA,San Jose,MALE,REGULAR,1,351.0,274.34,0.0,USA,WEST,Linda Parker,09/26/2017,2017-09-26 10:18:32,2017-10-01,COMPLETED
13678,,MOBILE_APP,MACBOOK,COMPUTERS,Apple,,victoria.young54@gmail.com,CANADA,Vancouver,MALE,STUDENT,1,2196.0,1671.21,439.2,CHINA,EAST,Li Chen,07/21/2016,2016-07-21 20:16:46,2016-07-22,COMPLETED
12501,,STORE,BIKE,MOBILITY,Trek,,anna.martin85@proton.me,CANADA,Vancouver,FEMALE,PREMIUM,2,875.0,557.41,0.0,USA,EAST,Linda Parker,12/16/2016,2016-12-16 14:31:38,2016-12-21,COMPLETED
5295,,MOBILE_APP,TV,ELECTRONICS,LG,,wei.scott25@outlook.com,FRANCE,Paris,FEMALE,STUDENT,1,1637.0,1074.98,0.0,CHINA,SOUTH,Wei Zhang,2016-02-23,2016-02-23 11:31:41,2016-03-02,COMPLETED
15167,,MOBILE_APP,HELMET,ACCESSORY,Specialized,,lucas.reed14@outlook.com,GERMANY,Hamburg,MALE,STUDENT,1,184.0,130.34,0.0,CANADA,WEST,Emily Chen,2016-04-02,2016-04-02 17:27:45,2016-04-02,COMPLETED
